카테고리,제목,저자,정가,할인가격,이미지
[국내도서],"2027 해커스공무원 3분의 1로 줄여 쓴 김대현 행정법총론 기본서 (9급, 7급 공무원)","- 9급, 7급 공무원, 국회직 공무원, 군무원, 소방 공무원 시험 대비","32,000원","28,800원",
[국내도서],내 마음의 위험한 녀석 13,"- S코믹스 ㅣ S코믹스 사쿠라이 노리오 (지은이), 조원로 (옮긴이)","7,000원","6,300원",https://image.aladin.co.kr/img/search/icon_arrow.jpg
[국내도서],전설로 떠나는 월가의 영웅,"- 2026 최신 개정판 피터 린치 , 존 로스차일드 (지은이), 이성민 (옮긴이)","36,000원","32,400원",
[국내도서],지적인 삶을 위한 열 가지 철학,"- 단어가 바뀌면 세계가 바뀐다 오카모토 유이치로 (지은이), 곽현아 (옮긴이)","19,800원","17,820원",https://image.aladin.co.kr/img/search/icon_arrow.jpg
[국내도서],오디세이 메이킹북,"- 현대적 걸작의 탄생, 크리스토퍼 놀란 감독의 창작 세계를 들여다보다 ㅣ 영화 오디세이를 책으로 만나다 제임스 모트램 (지은이), 한창욱 (옮긴이)","120,000원","108,000원",
[국내도서],무서운 책 6,"- 괴물 우메즈 카즈오 (지은이), 유다희 (옮긴이)","10,000원","9,000원",
[국내도서],인생 역전 3,"- S Novel D (지은이), 히게네코 (그림), 변성은 (옮긴이)","8,500원","7,650원",
[국내도서],여름을 한 입 베어 물었더니,ㅣ 문학동네 청소년 66 Choice 이꽃님 (지은이),"13,500원","12,150원",https://image.aladin.co.kr/img/search/icon_arrow.jpg
[국내도서],패밀리 레스토랑 가자. 上,"Choice 와야마 야마 (지은이), 현승희 (옮긴이)","8,500원","7,650원",https://image.aladin.co.kr/img/search/icon_arrow.jpg
[국내도서],살,"- 2025년 부커상 수상작 데이비드 솔로이 (지은이), 송예슬 (옮긴이)","18,800원","16,920원",https://image.aladin.co.kr/img/search/icon_arrow.jpg
[국내도서],처음 읽는 그리스 로마 신화 13,"- 오디세우스의 모험 ㅣ 어린이를 위한 인문학 시리즈 최설희 (지은이), 한현동 (그림), 정수영 (구성)","16,800원","15,120원",
[국내도서],새의 선물,"- 제1회 문학동네소설상 수상작, 개정판 Choice 은희경 (지은이)","16,000원","14,400원",https://image.aladin.co.kr/img/search/icon_arrow.jpg
[국내도서],인생의 짧음에 대하여 (라틴어 원전 완역본),"- 시간과 운명, 인생의 본질에 관한 세네카의 가르침 ㅣ 현대지성 클래식 68 루키우스 안나이우스 세네카 (지은이), 박문재 (옮긴이)","17,500원","15,750원",https://image.aladin.co.kr/img/search/icon_arrow.jpg
[국내도서],싫을 땐 싫다고 말해요,"다그마 가이슬러 (지은이), 양혜영 (옮긴이), 박소영 (감수)","16,800원","15,120원",
[국내도서],"의사 어벤저스 27 : 수면 장애, 편안한 사이가 돼라!","- 어린이 의학 동화 ㅣ 의사 어벤저스 27 고희정 (지은이), 조승연 (그림), 류정민 (감수)","15,800원","14,220원",
[국내도서],실전 투자강의,"ㅣ 코스톨라니 투자총서 3 앙드레 코스톨라니 (지은이), 최병연 (옮긴이)","15,000원","13,500원",https://image.aladin.co.kr/img/search/icon_arrow.jpg
[국내도서],친일문학론,임종국 (지은이),"35,000원","33,250원",
[국내도서],2026 공단기 써니 행정법각론 기출문제집,박준철 (지은이),"19,000원","17,100원",
[국내도서],남편을 내 편으로 만드는 방법 5,"시루 (지은이), 냥이와향신료 (원작)","16,000원","14,400원",
[국내도서],류수영의 평생 레시피,- 죽을 때까지 나를 먹여 살릴 ‘어남선생’의 쉽고 맛있는 집밥 류수영 (지은이),"25,000원","22,500원",
[국내도서],피로사회,"Choice 한병철 (지은이), 김태환 (옮긴이)","14,000원","12,600원",https://image.aladin.co.kr/img/search/icon_arrow.jpg
[국내도서],처음 읽는 삼국지 4,"- 충절의 천 리 길 ㅣ 어린이를 위한 인문학 시리즈 이문열 (지은이), 한현동 (원작), 윤종문 (구성)","16,800원","15,120원",
[국내도서],그리하여 어느 날 사랑이여 세트 - 전2권,Choice 최승자 (지은이),"28,000원","25,200원",
[국내도서],휴대폰과 독화살,"- 역마살로드, 사라져가는 세계의 마지막 기록 장준호 (지은이)","20,000원","18,000원",
[국내도서],슈퍼 뒤에서 담배 피우는 두 사람 8,"- SL Comic 지누시 (지은이), 김성래 (옮긴이)","7,000원","6,300원",
[국내도서],내 몸을 바꾸는 집밥테라피,"- 뱃살과 혈당, 대사 이상을 개선하는 가장 확실한 방법 박용우 , 김영아 (지은이)","24,000원","21,600원",https://image.aladin.co.kr/img/search/icon_arrow.jpg
[국내도서],원페이지 교육학 영역별 문제집,ㅣ 원페이지 교육학 Dave (지은이),"40,000원","38,000원",https://image.aladin.co.kr/img/search/icon_arrow.jpg
[국내도서],읽으면 수학천재가 되는 만화책 : 초등 A,ㅣ 읽으면 수학천재가 되는 만화책 초등 Team. StoryG (지은이),"14,000원","12,600원",
[국내도서],2026 COMPACT 형사법 최신판례,- 제4판 김기용 (지은이),"27,000원","27,000원",
[국내도서],유목민의 투자의 정석,유목민 (지은이),"28,000원","25,200원",https://image.aladin.co.kr/img/search/icon_arrow.jpg
[국내도서],세계에 속한다는 것,- 아이들은 무엇을 배우며 어떻게 어른이 되는가 조은주 (지은이),"26,000원","23,400원",https://image.aladin.co.kr/img/search/icon_arrow.jpg
[국내도서],2027 해커스공무원 기출 보카 3000+ 1~2권+영어단어 미니암기장 3종 세트 - 전3권 (스프링),"- 신유형 반영ㅣ기출 어휘+기초 어휘+다의어+생활영어ㅣ국가직, 지방직 등 9급 공무원 전 직렬 시험 대비ㅣ단어암기 어플ㅣ단어시험지 제작 프로그램 해커스 공무원시험연구소 (지은이)","25,900원","23,310원",
[국내도서],한밤중 하트튠 11,이가라시 마사쿠니 (지은이),"6,000원","5,400원",
[국내도서],어차피 울 거라면 사랑이 좋아 9,쿠사카 아키 (지은이),"6,000원","5,400원",
[국내도서],당신은 사건 현장에 있습니다 시즌 2,"- 일러스트 한 장으로 즐기는 추리 게임 ㅣ 당신은 사건 현장에 있습니다 2 Choice 모데스토 가르시아 (지은이), 하비 데 카스트로 (그림), 엄지영 (옮긴이)","28,000원","25,200원",
[국내도서],관계의 그릇,- 담을 사람과 흘려보낼 사람의 기준 이헌주 (지은이),"18,000원","16,200원",https://image.aladin.co.kr/img/search/icon_arrow.jpg
[국내도서],클래식 각본집,곽재용 (지은이),"25,000원","22,500원",
[국내도서],영어 문장 늘리기 훈련,- 패턴+구+절의 조립 공식으로 영어 문장이 비약적으로 길어진다 지정연 (지은이),"23,000원","20,700원",https://image.aladin.co.kr/img/search/icon_arrow.jpg
[국내도서],서쪽 숲에 갔다,Choice 편혜영 (지은이),"19,000원","17,100원",
[국내도서],시노비고토 7,"미타라시 산타 (지은이), 타케구시 잇폰 (원작)","7,000원","6,300원",
[국내도서],슬픔의 발견,"- 상실, 그 이후의 삶을 헤아려본 과학의 응답 바버라 블래츨리 (지은이), 제효영 (옮긴이)","19,800원","17,820원",
[국내도서],"착한 판사, 나쁜 판사",류기인 (지은이),"18,000원","16,200원",
[국내도서],해커스 일본어 첫걸음 : 기초 20일 독학 완성!,- 기초 문형으로 회화부터 JLPT까지 l 일본어회화 무료 동영상강의+단어 쓰기 노트+무료MP3+JLPT N5·N4 실전모의고사 제공 해커스JLPT연구소 (지은이),"13,900원","12,510원",
[국내도서],설국,"ㅣ 민음사 세계문학전집 61 가와바타 야스나리 (지은이), 유숙자 (옮긴이)","8,000원","7,200원",https://image.aladin.co.kr/img/search/icon_arrow.jpg
[국내도서],ETS 토익 단기 공략 850+ (LC + RC),"- 본책 + 해설집 + 실전 모의고사 1회분 + 무료 MP3 파일 / TOEIC 고난도 최신 기출문항으로 완성된 단기완성 시리즈, 기출문제 한국 독점 출간 ㅣ ETS 토익 단기 공략 ETS (지은이)","19,500원","17,550원",
[국내도서],영어책 한 권 외워봤니? 뉴 에디션,- 딱 한 권만 넘으면 영어 울렁증이 사라진다 Choice 김민식 (지은이),"20,000원","18,000원",https://image.aladin.co.kr/img/search/icon_arrow.jpg
[국내도서],뿐이 토핑 이유식,"- 최신 이유식 지침을 반영한 세상 쉽고 맛있는 레시피 253 정주희 (지은이), 이수진 (감수)","29,800원","26,820원",https://image.aladin.co.kr/img/search/icon_arrow.jpg
[국내도서],새는 날아가면서 뒤돌아보지 않는다,류시화 (지은이),"14,000원","12,600원",https://image.aladin.co.kr/img/search/icon_arrow.jpg
[국내도서],책 읽고 싶어서 회사를 그만뒀습니다,"- 일의 시대는 어떻게 읽는 사람을 집어삼켰는가 미야케 가호 (지은이), 서영찬 (옮긴이)","18,000원","16,200원",https://image.aladin.co.kr/img/search/icon_arrow.jpg
[국내도서],윗집 부부,Choice 황보름 (지은이),"18,000원","16,200원",https://image.aladin.co.kr/img/search/icon_arrow.jpg
[국내도서],키르케,"매들린 밀러 (지은이), 이은선 (옮긴이)","17,000원","15,300원",https://image.aladin.co.kr/img/search/icon_arrow.jpg
[국내도서],쇼펜하우어 인생수업 2 : 한 번뿐인 삶 이렇게 살아라,"ㅣ 인생수업 아르투어 쇼펜하우어 (지은이), 김지민 (엮은이)","17,500원","15,750원",https://image.aladin.co.kr/img/search/icon_arrow.jpg
[국내도서],JLPT(일본어능력시험) 한권으로 끝내기 N5,"- 최신 개정판 ㅣ JLPT 일본어능력시험 한권으로 끝내기 (최신 개정판) 이치우 , 이한나 (지은이)","28,000원","25,200원",https://image.aladin.co.kr/img/search/icon_arrow.jpg
